train_lang	num_train_files	test_lang	precision	recall	f1	accuracy	span_f1
german	97	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	97	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	97	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	96	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	96	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	96	de	1.0	0.16666666666666666	0.2857142857142857	0.9285714285714286	0.2857142857142857
german	95	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	95	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	95	de	1.0	0.16666666666666666	0.2857142857142857	0.9285714285714286	0.2857142857142857
german	94	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	94	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	94	de	1.0	0.16666666666666666	0.2857142857142857	0.9285714285714286	0.2857142857142857
german	93	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	93	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	93	de	1.0	0.16666666666666666	0.2857142857142857	0.9285714285714286	0.2857142857142857
german	92	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	92	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	92	de	1.0	0.16666666666666666	0.2857142857142857	0.9285714285714286	0.2857142857142857
german	91	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	91	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	91	de	1.0	0.16666666666666666	0.2857142857142857	0.9285714285714286	0.2857142857142857
german	90	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	90	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	90	de	1.0	0.16666666666666666	0.2857142857142857	0.9285714285714286	0.2857142857142857
german	89	en	0.15	0.08571428571428572	0.10909090909090909	0.9015873015873016	0.10909090909090909
german	89	fr	0.16666666666666669	0.11111111111111112	0.13333333333333336	0.8968253968253969	0.13333333333333336
german	89	de	0.95	0.2333333333333333	0.3485714285714286	0.9317460317460318	0.3485714285714286
german	88	en	0.75	0.42857142857142855	0.5454545454545454	0.9206349206349206	0.5454545454545454
german	88	fr	0.8333333333333334	0.5555555555555556	0.6666666666666667	0.9285714285714286	0.6666666666666667
german	88	de	0.75	0.5	0.6	0.9444444444444444	0.6
german	87	en	0.75	0.42857142857142855	0.5454545454545454	0.9206349206349206	0.5454545454545454
german	87	fr	0.8333333333333334	0.5555555555555556	0.6666666666666667	0.9285714285714286	0.6666666666666667
german	87	de	0.75	0.5	0.6	0.9444444444444444	0.6
german	86	en	0.75	0.42857142857142855	0.5454545454545454	0.9206349206349206	0.5454545454545454
german	86	fr	0.8333333333333334	0.5555555555555556	0.6666666666666667	0.9285714285714286	0.6666666666666667
german	86	de	0.75	0.5	0.6	0.9444444444444444	0.6
german	85	en	0.75	0.42857142857142855	0.5454545454545454	0.9206349206349206	0.5454545454545454
german	85	fr	0.8333333333333334	0.5555555555555556	0.6666666666666667	0.9285714285714286	0.6666666666666667
german	85	de	0.75	0.5	0.6	0.9444444444444444	0.6
german	84	en	0.75	0.42857142857142855	0.5454545454545454	0.9206349206349206	0.5454545454545454
german	84	fr	0.8333333333333334	0.5555555555555556	0.6666666666666667	0.9285714285714286	0.6666666666666667
german	84	de	0.75	0.5	0.6	0.9444444444444444	0.6
german	83	en	0.75	0.42857142857142855	0.5454545454545454	0.9206349206349206	0.5454545454545454
german	83	fr	0.8333333333333334	0.5555555555555556	0.6666666666666667	0.9285714285714286	0.6666666666666667
german	83	de	0.75	0.5	0.6	0.9444444444444444	0.6
german	82	en	0.75	0.42857142857142855	0.5454545454545454	0.9206349206349206	0.5454545454545454
german	82	fr	0.8333333333333334	0.5555555555555556	0.6666666666666667	0.9285714285714286	0.6666666666666667
german	82	de	0.75	0.5	0.6	0.9444444444444444	0.6
german	81	en	0.6	0.34285714285714286	0.43636363636363634	0.9158730158730158	0.43636363636363634
german	81	fr	0.6666666666666667	0.4444444444444445	0.5333333333333334	0.9206349206349206	0.5333333333333334
german	81	de	0.6	0.4	0.48	0.9396825396825397	0.48
german	80	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	80	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	80	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	79	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	79	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	79	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	78	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	78	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	78	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	77	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	77	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	77	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	76	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	76	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	76	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	75	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	75	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	75	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	74	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	74	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	74	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	73	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	73	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	73	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	72	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	72	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	72	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	71	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	71	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	71	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	70	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	70	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	70	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	69	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	69	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	69	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	68	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	68	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	68	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	67	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	67	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	67	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	66	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	66	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	66	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	65	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	65	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	65	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	64	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	64	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	64	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	63	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	63	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	63	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	62	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	62	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	62	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	61	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	61	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	61	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	60	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	60	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	60	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	59	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	59	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	59	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	58	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	58	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	58	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	57	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	57	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	57	de	0.13333333333333333	0.06666666666666667	0.08888888888888888	0.9238095238095237	0.08888888888888888
german	56	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	56	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	56	de	1.0	0.16666666666666666	0.2857142857142857	0.9285714285714286	0.2857142857142857
german	55	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	55	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	55	de	1.0	0.16666666666666666	0.2857142857142857	0.9285714285714286	0.2857142857142857
german	54	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	54	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	54	de	1.0	0.16666666666666666	0.2857142857142857	0.9285714285714286	0.2857142857142857
german	53	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	53	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	53	de	1.0	0.16666666666666666	0.2857142857142857	0.9285714285714286	0.2857142857142857
german	52	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	52	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	52	de	1.0	0.16666666666666666	0.2857142857142857	0.9285714285714286	0.2857142857142857
german	51	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	51	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	51	de	1.0	0.16666666666666666	0.2857142857142857	0.9285714285714286	0.2857142857142857
german	50	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	50	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	50	de	1.0	0.16666666666666666	0.2857142857142857	0.9285714285714286	0.2857142857142857
german	49	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	49	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	49	de	0.8	0.13333333333333333	0.22857142857142856	0.926984126984127	0.22857142857142856
german	48	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	48	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	48	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	47	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	47	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	47	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	46	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	46	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	46	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	45	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	45	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	45	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	44	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	44	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	44	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	43	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	43	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	43	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	42	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	42	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	42	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	41	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	41	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	41	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	40	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	40	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	40	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	39	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	39	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	39	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	38	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	38	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	38	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	37	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	37	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	37	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	36	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	36	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	36	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	35	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	35	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	35	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	34	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	34	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	34	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	33	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	33	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	33	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	32	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	32	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	32	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	31	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	31	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	31	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	30	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	30	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	30	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	29	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	29	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	29	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	28	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	28	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	28	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	27	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	27	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	27	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	26	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	26	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	26	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	25	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	25	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	25	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	24	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	24	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	24	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	23	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	23	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	23	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	22	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	22	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	22	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	21	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	21	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	21	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	20	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	20	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	20	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	19	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	19	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	19	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	18	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	18	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	18	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	17	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	17	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	17	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	16	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	16	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	16	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	15	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	15	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	15	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	14	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	14	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	14	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	13	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	13	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	13	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	12	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	12	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	12	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	11	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	11	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	11	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	10	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	10	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	10	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	9	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	9	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	9	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	8	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	8	fr	0.0	0.0	0.0	0.8650793650793652	0.0
german	8	de	0.0	0.0	0.0	0.8730158730158731	0.0
german	7	en	0.0	0.0	0.0	0.880952380952381	0.0
german	7	fr	0.0	0.0	0.0	0.8492063492063492	0.0
german	7	de	0.0	0.0	0.0	0.8730158730158731	0.0
german	6	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	6	fr	0.0	0.0	0.0	0.8174603174603174	0.0
german	6	de	0.0	0.0	0.0	0.8492063492063492	0.0
german	5	en	0.0	0.0	0.0	0.880952380952381	0.0
german	5	fr	0.0	0.0	0.0	0.8174603174603174	0.0
german	5	de	0.0	0.0	0.0	0.8492063492063492	0.0
german	4	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	4	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	4	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	3	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	3	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	3	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	2	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	2	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	2	de	0.0	0.0	0.0	0.9206349206349206	0.0
german	1	en	0.0	0.0	0.0	0.8968253968253969	0.0
german	1	fr	0.0	0.0	0.0	0.888888888888889	0.0
german	1	de	0.0	0.0	0.0	0.9174603174603174	0.0
english	97	en	0.6222222222222221	0.5714285714285714	0.5923076923076922	0.946031746031746	0.5594405594405594
english	97	fr	0.888888888888889	0.4444444444444445	0.5811965811965811	0.9492063492063492	0.5142857142857142
english	97	de	0.6333333333333333	0.6666666666666666	0.6476190476190476	0.9301587301587302	0.6787878787878787
english	96	en	0.22222222222222224	0.2857142857142857	0.25	0.9285714285714286	0.36363636363636365
english	96	fr	0.2	0.11111111111111112	0.14285714285714285	0.9126984126984127	0.1818181818181818
english	96	de	0.3333333333333333	0.5	0.4	0.9285714285714286	0.5454545454545454
english	95	en	0.22222222222222224	0.2857142857142857	0.25	0.9285714285714286	0.36363636363636365
