train_lang	train_file	test_lang	precision	recall	f1	accuracy	span_f1
French	synopses_01.iob2	german	0.0	0.0	0.0	0.8571428571428571	0.0
French	synopses_01.iob2	french	0.0	0.0	0.0	0.9047619047619048	0.0
French	synopses_01.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
French	synopses_02.iob2	german	0.0	0.0	0.0	0.8809523809523809	0.0
French	synopses_02.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
French	synopses_02.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
French	synopses_03.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
French	synopses_03.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
French	synopses_03.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
French	synopses_04.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
French	synopses_04.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
French	synopses_04.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
French	synopses_05.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
French	synopses_05.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
French	synopses_05.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
French	synopses_06.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
French	synopses_06.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
French	synopses_06.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
French	synopses_07.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
French	synopses_07.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
French	synopses_07.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
French	synopses_08.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
French	synopses_08.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
French	synopses_08.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
French	synopses_09.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
French	synopses_09.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
French	synopses_09.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
French	synopses_10.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
French	synopses_10.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
French	synopses_10.iob2	english	0.0	0.0	0.0	0.8968253968253969	0.0
French	synopses_11.iob2	german	0.5	0.14285714285714285	0.22222222222222224	0.9047619047619048	0.0
French	synopses_11.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
French	synopses_11.iob2	english	0.5	0.1111111111111111	0.1818181818181818	0.8968253968253969	0.0
French	synopses_12.iob2	german	0.8	0.5714285714285714	0.6666666666666666	0.9285714285714286	0.6
French	synopses_12.iob2	french	1.0	0.6666666666666666	0.8	0.9523809523809523	0.6666666666666666
French	synopses_12.iob2	english	0.8333333333333334	0.5555555555555556	0.6666666666666667	0.9285714285714286	0.6153846153846153
French	synopses_13.iob2	german	0.6	0.42857142857142855	0.5	0.9285714285714286	0.6
French	synopses_13.iob2	french	0.75	0.5	0.6	0.9444444444444444	0.6666666666666666
French	synopses_13.iob2	english	0.7142857142857143	0.5555555555555556	0.6250000000000001	0.9365079365079365	0.7142857142857143
French	synopses_14.iob2	german	0.375	0.42857142857142855	0.39999999999999997	0.9523809523809523	0.7272727272727273
French	synopses_14.iob2	french	0.6	0.5	0.5454545454545454	0.9523809523809523	0.8
French	synopses_14.iob2	english	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.9523809523809523	0.7142857142857143
English	synopses_01.iob2	german	0.0	0.0	0.0	0.8888888888888888	0.0
English	synopses_01.iob2	french	0.0	0.0	0.0	0.9047619047619048	0.0
English	synopses_01.iob2	english	0.0	0.0	0.0	0.8809523809523809	0.0
English	synopses_02.iob2	german	0.0	0.0	0.0	0.873015873015873	0.0
English	synopses_02.iob2	french	0.0	0.0	0.0	0.8888888888888888	0.0
English	synopses_02.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
English	synopses_03.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
English	synopses_03.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
English	synopses_03.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
English	synopses_04.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
English	synopses_04.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
English	synopses_04.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
English	synopses_05.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
English	synopses_05.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
English	synopses_05.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
English	synopses_06.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
English	synopses_06.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
English	synopses_06.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
English	synopses_07.iob2	german	0.0	0.0	0.0	0.9126984126984127	0.0
English	synopses_07.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
English	synopses_07.iob2	english	0.0	0.0	0.0	0.8968253968253969	0.0
English	synopses_08.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
English	synopses_08.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
English	synopses_08.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
English	synopses_09.iob2	german	0.0	0.0	0.0	0.9285714285714286	0.0
English	synopses_09.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
English	synopses_09.iob2	english	0.0	0.0	0.0	0.9126984126984127	0.0
English	synopses_10.iob2	german	0.0	0.0	0.0	0.9126984126984127	0.0
English	synopses_10.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
English	synopses_10.iob2	english	0.0	0.0	0.0	0.8968253968253969	0.0
English	synopses_11.iob2	german	0.0	0.0	0.0	0.9285714285714286	0.0
English	synopses_11.iob2	french	0.5	0.16666666666666666	0.25	0.9285714285714286	0.25
English	synopses_11.iob2	english	0.0	0.0	0.0	0.9126984126984127	0.0
English	synopses_12.iob2	german	0.8	0.5714285714285714	0.6666666666666666	0.9603174603174603	0.6666666666666666
English	synopses_12.iob2	french	0.75	0.5	0.6	0.9444444444444444	0.6
English	synopses_12.iob2	english	0.625	0.5555555555555556	0.5882352941176471	0.9682539682539683	0.6666666666666667
English	synopses_13.iob2	german	0.6	0.42857142857142855	0.5	0.9444444444444444	0.5454545454545454
English	synopses_13.iob2	french	0.75	0.5	0.6	0.9444444444444444	0.6666666666666666
English	synopses_13.iob2	english	0.7142857142857143	0.5555555555555556	0.6250000000000001	0.9523809523809523	0.6666666666666667
English	synopses_14.iob2	german	0.8	0.5714285714285714	0.6666666666666666	0.9603174603174603	0.6666666666666666
English	synopses_14.iob2	french	0.75	0.5	0.6	0.9444444444444444	0.6
English	synopses_14.iob2	english	0.8571428571428571	0.6666666666666666	0.75	0.9603174603174603	0.7142857142857143
English	synopses_15.iob2	german	0.8	0.5714285714285714	0.6666666666666666	0.9603174603174603	0.6666666666666666
English	synopses_15.iob2	french	0.75	0.5	0.6	0.9444444444444444	0.6
English	synopses_15.iob2	english	0.8571428571428571	0.6666666666666666	0.75	0.9682539682539683	0.75
German	synopses_01.iob2	german	0.0	0.0	0.0	0.8015873015873016	0.0
German	synopses_01.iob2	french	0.0	0.0	0.0	0.6428571428571429	0.0
German	synopses_01.iob2	english	0.0	0.0	0.0	0.6984126984126984	0.0
German	synopses_02.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
German	synopses_02.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
German	synopses_02.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
German	synopses_03.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
German	synopses_03.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
German	synopses_03.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
German	synopses_04.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
German	synopses_04.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
German	synopses_04.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
German	synopses_05.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
German	synopses_05.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
German	synopses_05.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
German	synopses_06.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
German	synopses_06.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
German	synopses_06.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
German	synopses_07.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
German	synopses_07.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
German	synopses_07.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
German	synopses_08.iob2	german	0.0	0.0	0.0	0.8968253968253969	0.0
German	synopses_08.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
German	synopses_08.iob2	english	0.0	0.0	0.0	0.8888888888888888	0.0
German	synopses_09.iob2	german	0.0	0.0	0.0	0.9126984126984127	0.0
German	synopses_09.iob2	french	0.0	0.0	0.0	0.9206349206349206	0.0
German	synopses_09.iob2	english	0.0	0.0	0.0	0.9047619047619048	0.0
German	synopses_10.iob2	german	0.0	0.0	0.0	0.9206349206349206	0.0
German	synopses_10.iob2	french	0.5	0.16666666666666666	0.25	0.9285714285714286	0.2857142857142857
German	synopses_10.iob2	english	0.3333333333333333	0.1111111111111111	0.16666666666666666	0.9206349206349206	0.19999999999999998
German	synopses_11.iob2	german	0.6	0.42857142857142855	0.5	0.9444444444444444	0.6
German	synopses_11.iob2	french	0.75	0.5	0.6	0.9444444444444444	0.6666666666666666
German	synopses_11.iob2	english	0.8333333333333334	0.5555555555555556	0.6666666666666667	0.9444444444444444	0.7142857142857143
German	synopses_12.iob2	german	0.6	0.42857142857142855	0.5	0.9444444444444444	0.5454545454545454
German	synopses_12.iob2	french	0.75	0.5	0.6	0.9444444444444444	0.6
German	synopses_12.iob2	english	0.7142857142857143	0.5555555555555556	0.6250000000000001	0.9523809523809523	0.6666666666666667
German	synopses_13.iob2	german	0.5	0.42857142857142855	0.4615384615384615	0.9523809523809523	0.5
German	synopses_13.iob2	french	0.6	0.5	0.5454545454545454	0.9444444444444444	0.6
German	synopses_13.iob2	english	0.7142857142857143	0.5555555555555556	0.6250000000000001	0.9523809523809523	0.7142857142857143
German	synopses_14.iob2	german	0.6	0.42857142857142855	0.5	0.9444444444444444	0.5454545454545454
German	synopses_14.iob2	french	0.75	0.5	0.6	0.9444444444444444	0.6
German	synopses_14.iob2	english	0.625	0.5555555555555556	0.5882352941176471	0.9365079365079365	0.6666666666666667
